-7.10000, 0.00000
-7.09004,-0.00087
-7.08008,-0.00174
-7.07011,-0.00261
-7.06015,-0.00349
-7.05019,-0.00436
-7.04023,-0.00523
-7.03027,-0.00610
-7.02030,-0.00697
-7.01034,-0.00784
-7.00038,-0.00872
-6.99042,-0.00959
-6.98046,-0.01046
-6.97049,-0.01133
-6.96053,-0.01220
-6.95057,-0.01307
-6.94061,-0.01394
-6.93065,-0.01482
-6.92068,-0.01569
-6.91072,-0.01656
-6.90076,-0.01743
-6.89080,-0.01830
-6.88084,-0.01917
-6.87088,-0.02005
-6.86091,-0.02092
-6.85095,-0.02179
-6.84099,-0.02266
-6.83103,-0.02353
-6.82107,-0.02440
-6.81110,-0.02528
-6.80114,-0.02615
-6.79118,-0.02702
-6.78122,-0.02789
-6.77126,-0.02876
-6.76129,-0.02963
-6.75133,-0.03050
-6.74137,-0.03138
-6.73141,-0.03225
-6.72145,-0.03312
-6.71148,-0.03399
-6.70152,-0.03486
-6.69156,-0.03573
-6.68160,-0.03661
-6.67164,-0.03748
-6.66167,-0.03835
-6.65171,-0.03922
-6.64175,-0.04009
-6.63179,-0.04096
-6.62183,-0.04183
-6.61186,-0.04271
-6.60190,-0.04358
-6.59194,-0.04445
-6.58198,-0.04532
-6.57202,-0.04619
-6.56205,-0.04706
-6.55209,-0.04794
-6.54213,-0.04881
-6.53217,-0.04968
-6.52221,-0.05055
-6.51225,-0.05142
-6.50228,-0.05229
-6.49232,-0.05317
-6.48236,-0.05404
-6.47240,-0.05491
-6.46244,-0.05578
-6.45247,-0.05665
-6.44251,-0.05752
-6.43255,-0.05839
-6.42259,-0.05927
-6.41263,-0.06014
-6.40266,-0.06101
-6.39270,-0.06188
-6.38274,-0.06275
-6.37278,-0.06362
-6.36282,-0.06450
-6.35285,-0.06537
-6.34289,-0.06624
-6.33293,-0.06711
-6.32297,-0.06798
-6.31301,-0.06885
-6.30304,-0.06972
-6.29308,-0.07060
-6.28312,-0.07147
-6.27316,-0.07234
-6.26320,-0.07321
-6.25323,-0.07408
-6.24327,-0.07495
-6.23331,-0.07583
-6.22335,-0.07670
-6.21339,-0.07757
-6.20342,-0.07844
-6.19346,-0.07931
-6.18350,-0.08018
-6.17354,-0.08105
-6.16358,-0.08193
-6.15362,-0.08280
-6.14365,-0.08367
-6.13369,-0.08454
-6.12373,-0.08541
-6.11377,-0.08628
-6.10381,-0.08716
